55058.093750,0.837150,0.081168,0.356012,0.050875,0.310400,0.041233,0.136266,0.041433
55058.156250,1.128548,0.089917,0.362351,0.051909,0.465425,0.047976,0.223302,0.045557
55058.218750,0.892371,0.088701,0.359805,0.052966,0.352888,0.044774,0.136313,0.047287
55058.281250,1.044660,0.096381,0.421111,0.056915,0.357964,0.046181,0.251627,0.056468
55058.343750,0.745014,0.095793,0.357330,0.053638,0.247665,0.043209,0.149132,0.060315
55058.406250,0.986459,0.108070,0.300867,0.050301,0.429847,0.050983,0.167241,0.068954
55058.468750,0.917379,0.114721,0.427738,0.065183,0.267103,0.049825,0.218588,0.073203
55058.718750,0.779519,0.098676,0.404408,0.056518,0.272819,0.046018,0.104929,0.059773
55059.093750,1.042225,0.088203,0.445657,0.057460,0.405329,0.046583,0.149203,0.041646
55059.156250,1.024072,0.090423,0.381007,0.053676,0.394984,0.045640,0.192904,0.049460
55059.218750,1.246876,0.101440,0.506980,0.063247,0.475024,0.050652,0.211677,0.054352
55059.281250,1.040474,0.102660,0.376593,0.056096,0.449774,0.052337,0.156967,0.058667
55059.343750,1.135351,0.108997,0.456547,0.062260,0.395735,0.051354,0.235080,0.065876
55059.406250,0.901258,0.104257,0.393804,0.058410,0.344271,0.048609,0.168669,0.065732
55059.656250,1.001173,0.109363,0.415692,0.059109,0.368098,0.051731,0.185894,0.068104
55059.718750,0.952794,0.109539,0.389998,0.058841,0.363719,0.051404,0.176237,0.069394
55060.031250,1.314372,0.100409,0.571978,0.067176,0.494262,0.052198,0.222466,0.049096
55060.093750,1.505281,0.103886,0.663768,0.071800,0.578215,0.054407,0.212978,0.047183
55060.156250,1.201268,0.099173,0.480128,0.062115,0.469780,0.051093,0.196476,0.051571
55060.218750,1.094017,0.100535,0.430948,0.061123,0.456515,0.051403,0.161987,0.054715
55060.281250,1.084805,0.103832,0.528203,0.066129,0.447267,0.051765,0.094415,0.056745
55060.343750,1.177858,0.113969,0.691060,0.077274,0.406102,0.052913,0.096853,0.063693
55060.406250,1.004320,0.108601,0.479961,0.065619,0.354438,0.051029,0.149109,0.064986
55060.593750,0.710646,0.095339,0.310279,0.052126,0.244543,0.044776,0.145953,0.060549
55060.656250,1.177286,0.115821,0.604468,0.072691,0.355596,0.052130,0.229901,0.071119
55060.718750,1.369433,0.112754,0.550540,0.068216,0.514936,0.056801,0.258467,0.063206
55061.031250,1.353923,0.101656,0.538671,0.067370,0.540335,0.054464,0.226210,0.047879
55061.093750,1.430665,0.105725,0.663928,0.074762,0.499906,0.054460,0.245955,0.049187
55061.156250,1.440766,0.109459,0.517036,0.069479,0.582075,0.057738,0.276622,0.055937
55061.281250,1.063469,0.107296,0.552432,0.069635,0.356190,0.049337,0.159493,0.063472
55061.343750,1.422652,0.119909,0.545513,0.070690,0.564226,0.059155,0.253929,0.070549
55061.406250,1.255356,0.119256,0.501278,0.068752,0.540374,0.060411,0.167245,0.069640
55061.656250,1.471988,0.131670,0.603313,0.075720,0.585150,0.064243,0.229602,0.079360
55061.718750,1.231270,0.121588,0.634464,0.075850,0.428511,0.058143,0.173688,0.071602
55062.093750,1.158411,0.100665,0.468698,0.065620,0.447720,0.053665,0.189772,0.048265
55062.156250,1.457045,0.111056,0.586053,0.072401,0.631288,0.061872,0.184689,0.049875
55062.218750,1.399396,0.112296,0.646387,0.077954,0.525867,0.057860,0.205939,0.054534
55062.281250,1.371138,0.117994,0.585893,0.073730,0.535440,0.059542,0.202363,0.065374
55062.343750,1.442651,0.124647,0.647056,0.078785,0.535189,0.060533,0.242776,0.072281
55062.406250,1.471245,0.124933,0.656269,0.076649,0.523255,0.060561,0.274211,0.073797
55062.656250,1.150746,0.118007,0.454107,0.067110,0.414224,0.056449,0.264176,0.074496
55062.718750,1.217837,0.118930,0.427560,0.065515,0.497504,0.059088,0.234216,0.072856
55063.031250,1.338561,0.118779,0.571024,0.084008,0.482843,0.062024,0.244003,0.053603
55063.093750,1.144052,0.101706,0.507066,0.067882,0.419123,0.052609,0.198964,0.051423
55063.156250,1.327466,0.109354,0.514530,0.069653,0.527346,0.058818,0.242755,0.054649
55063.343750,1.395627,0.120261,0.604634,0.076428,0.451404,0.056700,0.324676,0.072159
55063.656250,1.336379,0.137340,0.561392,0.078290,0.524941,0.069270,0.222590,0.082248
