55058.500000,-0.004942,0.011079,0.001517,0.004429,-0.001364,0.004940,-0.003831,0.008062
55059.500000,-0.003764,0.007617,-0.002150,0.003175,-0.002253,0.003414,0.000828,0.005340
55060.500000,-0.002724,0.007338,0.002868,0.003052,-0.001822,0.003254,-0.002088,0.005188
55061.500000,0.000712,0.007434,-0.001848,0.002877,0.003109,0.003375,-0.001682,0.005240
55062.500000,0.016499,0.007578,-0.002518,0.003056,0.005196,0.003514,0.011448,0.005225
55063.500000,-0.006708,0.007248,-0.004749,0.003173,-0.000376,0.003317,-0.001898,0.004961
55064.500000,0.012013,0.008898,0.000090,0.003484,0.001428,0.004051,0.009226,0.006310
55065.500000,-0.001477,0.018477,-0.012173,0.007342,0.001022,0.008337,0.005371,0.013327
55067.500000,0.014403,0.021659,0.001987,0.008309,0.010874,0.009490,-0.001454,0.015842
55068.500000,0.073371,0.009978,0.011125,0.003739,0.015018,0.004406,0.041304,0.007042
55069.500000,0.011994,0.009987,0.005467,0.003867,-0.002026,0.004385,0.010305,0.007025
55070.500000,0.000897,0.009446,0.006038,0.003687,-0.008160,0.004066,0.006310,0.006744
55073.500000,0.012906,0.014003,-0.003216,0.005426,0.007069,0.006322,0.003461,0.009775
55074.500000,-0.011081,0.007426,-0.002492,0.003357,-0.005900,0.003420,-0.001576,0.004975
55075.500000,-0.012649,0.008189,-0.003979,0.003556,0.000315,0.003676,-0.009541,0.005645
55076.500000,0.001668,0.008346,0.000225,0.003699,0.001004,0.003826,0.000374,0.005620
55077.500000,-0.015418,0.008790,-0.008182,0.003569,-0.004911,0.004025,-0.002537,0.005983
55078.500000,-0.009444,0.009148,-0.000266,0.003638,-0.011461,0.004165,0.004519,0.006218
55079.500000,0.025885,0.011392,-0.001265,0.004625,-0.003902,0.005005,0.028683,0.007893
55080.500000,-0.012774,0.019237,-0.008838,0.007324,-0.009522,0.008828,0.005581,0.013413
55081.500000,-0.008488,0.011691,-0.003575,0.004601,-0.005726,0.005176,0.001679,0.008416
55082.500000,0.004844,0.011298,0.000795,0.004269,-0.006252,0.004897,0.010545,0.008242
55083.500000,-0.005551,0.015925,-0.004417,0.005415,-0.002513,0.007001,-0.000010,0.012045
55084.500000,-0.014646,0.010370,-0.001098,0.003855,-0.002374,0.004584,-0.010556,0.007743
55085.500000,-0.005562,0.011360,-0.008544,0.004048,0.000060,0.004994,0.001742,0.008534
55086.500000,-0.014796,0.010309,-0.004964,0.003672,-0.005016,0.004411,-0.004164,0.007815
55087.500000,0.009878,0.011160,-0.002072,0.004141,0.010080,0.004959,-0.000613,0.008182
55088.500000,0.037055,0.010593,0.006829,0.004090,0.006001,0.004674,0.023027,0.007658
55089.500000,-0.005675,0.010201,0.002399,0.003627,-0.007808,0.004347,0.001719,0.007491
55090.500000,0.008152,0.009946,0.004448,0.003788,0.001037,0.004302,0.003178,0.007068
55091.500000,0.022749,0.010383,-0.002691,0.003677,0.009903,0.004530,0.010256,0.007282
55092.500000,0.012859,0.010397,-0.002304,0.003653,-0.000596,0.004315,0.013990,0.007334
55093.500000,-0.030697,0.010077,-0.007470,0.003512,-0.004342,0.004321,-0.018024,0.006848
55094.500000,0.130569,0.010631,0.014587,0.003923,0.038296,0.004638,0.058381,0.006970
55095.500000,0.058396,0.025135,0.023528,0.011510,0.008779,0.012270,0.024011,0.014350
55098.500000,0.095523,0.011336,0.002258,0.004326,0.033361,0.005301,0.041314,0.007011
55099.500000,0.013151,0.007991,0.006391,0.003331,-0.000390,0.003555,0.007115,0.005116
55100.500000,0.011289,0.008720,0.003004,0.003620,0.006665,0.004057,0.000024,0.005549
55101.500000,0.038579,0.009071,0.002194,0.004004,0.013195,0.004273,0.018925,0.005781
55102.500000,0.017416,0.011664,0.000588,0.004760,0.005758,0.005554,0.008217,0.007593
55103.500000,-0.020689,0.020630,0.000343,0.008395,-0.014955,0.009604,-0.005091,0.013992
55104.500000,-0.024185,0.018915,-0.006746,0.006857,0.004953,0.008975,-0.025036,0.013112
55105.500000,0.036525,0.019845,-0.007205,0.007707,0.008118,0.009619,0.030599,0.013595
55107.500000,-0.015192,0.017671,-0.003830,0.007566,-0.005992,0.008446,-0.003573,0.012231
55108.500000,0.019559,0.022250,0.008949,0.009943,0.001020,0.010116,0.011733,0.015918
55109.500000,-0.008632,0.020330,0.003258,0.008447,-0.020036,0.008823,0.013104,0.015193
