55058.156250,0.860789,0.088205,0.254322,0.048789,0.430306,0.049734,0.104688,0.043283
55058.218750,0.903850,0.093007,0.242989,0.049394,0.483480,0.052299,0.077140,0.046428
55058.281250,1.078149,0.096862,0.358617,0.056174,0.511272,0.053762,0.117931,0.046699
55058.343750,0.826158,0.100051,0.281255,0.053030,0.395037,0.051365,0.076656,0.057397
55058.406250,0.688161,0.101610,0.264760,0.050773,0.313715,0.050217,0.065159,0.062646
55058.468750,1.136179,0.122353,0.419911,0.063825,0.498653,0.060838,0.137118,0.073453
55058.531250,1.170435,0.132251,0.409151,0.063222,0.530682,0.064719,0.137495,0.084207
55058.718750,1.107616,0.121280,0.362135,0.059037,0.498711,0.060833,0.160060,0.074702
55058.781250,0.567368,0.106352,0.160381,0.043757,0.249653,0.050587,0.101137,0.072240
55059.156250,0.598736,0.082761,0.167890,0.040381,0.296731,0.046082,0.072996,0.044570
55059.218750,0.876069,0.095790,0.293733,0.054058,0.464698,0.055137,0.049546,0.045076
55059.281250,1.192637,0.108877,0.386013,0.060136,0.634882,0.062658,0.063124,0.051589
55059.343750,0.596974,0.096533,0.248381,0.049628,0.307636,0.049574,-0.009816,0.057176
55059.406250,0.491326,0.102439,0.192089,0.049977,0.262359,0.053242,-0.002011,0.061827
55059.468750,0.917715,0.120862,0.375553,0.060798,0.399995,0.060366,0.098074,0.075388
55059.531250,0.740822,0.115725,0.265839,0.054092,0.246974,0.052328,0.198599,0.079904
55059.593750,1.078151,0.245665,0.307316,0.092332,0.427026,0.116393,0.275837,0.172813
55059.656250,0.902530,0.122789,0.274986,0.058002,0.411084,0.061461,0.148792,0.077952
55059.718750,0.858080,0.125735,0.321228,0.061403,0.418290,0.060780,0.061275,0.081588
55059.781250,0.529914,0.101380,0.239987,0.046231,0.272044,0.046860,-0.011073,0.069503
55060.093750,0.647946,0.088429,0.243621,0.050397,0.295674,0.049357,0.070501,0.044084
55060.156250,0.341138,0.068917,0.061923,0.037434,0.146646,0.035575,0.122003,0.041732
55060.218750,0.490530,0.084751,0.103617,0.037952,0.219095,0.044722,0.117650,0.052323
55060.281250,0.648260,0.094705,0.224205,0.049164,0.338014,0.051390,0.057931,0.054225
